golden:
case COND_RESULT_UNSET: return COND_RESULT_UNSET; default: break;
inference:

#endif
return COND_RESULT_FALSE;
if (con->conf.stats_check) if (con->conf.stats_check) &/* pass the rules */ switch (dc->comp) case COND_RESULT_FALSE: <if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
/* handle connection flags */ if (config_check_cond_flags) &if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->prev) if (config_check_cond_cached(srv, con, dc->parent
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) <if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) return COND_RESULT_FALSE; &if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
/* FIXME: Can't set this check if it does so that it is safe to just revert. */ if (con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling == COND_RESULT_FALSE) </* reset this checker in the log */ if (dc->comp) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
case COMP_UNSET: if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; /* break the rule */ if (!con->conditional_is_valid[dc->comp]) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->context_ndx) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
/* one of prev set me to FALSE */ if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
&else <config_check_cond_nocache(srv, con, dc->context_ndx);
/* use a proxy */ if (dc->parent) config_check_cond_nocache(srv, con, dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE;
case COMP_UNSET: /* pass the rules */ if (dc->prev) if (dc->prev) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
/* wait for cond_result_sync */ if (con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key);
/* freed cache if possible */ if (con->conf.log_cond_handling) &return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
if (dc->flags & D_ERROR) &if (dc->cache_reflags) <if (dc->cache_reflags) <if (!con->conditional_is_valid[dc->comp]) <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
case COMP_UNSET: if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; &/* break the rule */ if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->context_ndx) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
case COND_RESULT_TEST: case COND_RESULT_TEST: if (!con->cond_cache[dc->context_ndx].result) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); </* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_UNSET; /* pass the rules */ switch (dc->comp) case COND_RESULT_FALSE: break; case COND_RESULT_FALSE: if (con->conf.log
if (!dc->conf.cond_cache[dc->context_ndx].result) &if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
/* pass the rules */ switch (dc->comp) case COMP_DTOR:
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (con->conf.get_conditional_type() == COND_RESULT_FALSE) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
/* XXX */ if (dc->initialize) &if (con->conf.log_cond_cache_handling) /* not implemented */ config_check_cond_cached(srv, con, dc->parent->key); &if (dc->prev) <if (con->conf.log_condition_handling) /* one of prev set me to FALSE */ config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev].result) if (COND_RESULT_FALSE == con->cond_cache[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %
if (!con->cond_cache[dc->prev->key].result) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
/* make sure dc->prev is checked first */ if (dc->conf.log_condition_handling && con->conf.log_condition_handling) &config_check_cond_cached(srv, con, con->dc->prev); /* one of prev set me to FALSE */ if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; &if (dc->dc->srv) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_hand
if (con->conf.log_condition_handling &&!con->cond_cache[dc->context_ndx].result) if (con->conf.log_condition_handling && con->cond_cache[dc->context_ndx].result) &/* check parent first */ return COND_RESULT_FALSE; <if (dc->parent && con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("
if (dc->flags & COND_RESULT_LOCK) <if (con->conf.log_cond_cache[dc->flags & COND_RESULT_LATCH]) <if (con->conf.log_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_cond_cache[dc->comp]) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_cond_cache[dc->context
return COND_RESULT_FALSE;
if (dc->prev) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
/* try to handle the device ->->parent->parent->key. */ if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE;
if (con->conf.log_cond_flags & CF_FRAG_FRAG_POLLING) fprintf(stderr, "cond_cond_nocache: config_check_cond_nocache %d<n", con->cond_cache[dc->context_ndx].result); return COND_RESULT_FALSE; &if (dc->dc.debug) <fprintf(stderr, "cond_cond_cache %dn", con->dc->dc.debug); return COND_RESULT_FALSE;
/* let the parent set it back */ config_check_cond_cached(srv, con, dc->parent->key, con->conf.conf.comp_key); /* check this */ if (!dc->result_flags) &if (dc->result_flags) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
<else config_check_cond_cached(srv, con, dc->parent);
if (con->conf.verbose) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; <&if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); else /* invalid or disabled
if (con->conf.log_condition_handling &&!con->cond_cache[dc->context_ndx].result) if (con->conf.log_condition_handling && con->cond_cache[dc->context_ndx].result) </* check parent first */ return COND_RESULT_FALSE; &if (dc->parent && con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("
/* * get a dummy case. */ if (!dc->si_is_valid(dc->si_comp)) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; /* get dummy case. */ config_check_cond_cached(srv, con, dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->dc->d
if (con->conf.stats_check) <if (con->conf.stats_check) /* pass the rules */ switch (dc->comp) <case COND_RESULT_FALSE: if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
/* freed cache if possible */ if (con->conf.log_cond_handling) return COND_RESULT_FALSE; &if (dc->prev) <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
<if (!con->cond_cache[dc->context_ndx].flags & COND_RESULT_FALSE) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (!con->cond_cache[dc->prev->key].result) if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
if (dc->flags & D_ERROR) <if (dc->cache_reflags) if (dc->cache_reflags) <if (!con->conditional_is_valid[dc->comp]) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
/* one of prev set me to FALSE */ if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (!con->cond_cache[dc->prev->key].result) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
/* FIXME: Can't set this check if it does so that it is safe to just revert. */ if (con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling == COND_RESULT_FALSE) /* reset this checker in the log */ if (dc->comp) if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
case COMP_UNSET: /* pass the rules */ if (dc->prev) <if (dc->prev) <if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
/* not initialized */ if (con->conf.cond_cache[dc->context_ndx].pci_v) &/* we have to allocate the cache to pci. This * doesn't happen yet, if we've just deleted it yet */ if (con->conf.cond_cache[dc->context_ndx].pci_v) &/* get the cache */ if (con->conf.cond_cache[dc->context_ndx].pci_v) </* get the cache */ &/* * Set pci is the pci. It will be used by pci. We don't allow * an internal conflict between prev and pci. */ if (dc->conf.cond_cache[dc->context_ndx].pci_v) /* make sure prev is checked first */ if (con->conf.cond_cache[d
&else &return COND_RESULT_FALSE;
if (!dc->conf.cond_cache[dc->context_ndx].result) if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
if (con->conf.context_ndx == 0) &config_check_cond_cached(srv, con, dc->parent);
/* XXX */ if (dc->initialize) <if (con->conf.log_cond_cache_handling) /* not implemented */ config_check_cond_cached(srv, con, dc->parent->key); if (dc->prev) &if (con->conf.log_condition_handling) /* one of prev set me to FALSE */ config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev].result) if (COND_RESULT_FALSE == con->cond_cache[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %
case COMP_UNSET: /* pass the rules */ if (dc->prev) &if (dc->prev) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
/* freed cache if possible */ if (con->conf.log_cond_handling) <return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
/* check for parent is valid */ if (con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", con->parent->key); if (config_check_cond_cached(srv, con, con->conf.log_condition_handling) == COND_RESULT_FALSE) return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", con->comp, con->conditional_is_valid[dc->prev->key]); return COND_RESULT_FALSE;
if (con->conf.log_cond_flags & CF_FRAG_FRAG_POLLING) fprintf(stderr, "cond_cond_nocache: config_check_cond_nocache %d<n", con->cond_cache[dc->context_ndx].result); return COND_RESULT_FALSE; <if (dc->dc.debug) fprintf(stderr, "cond_cond_cache %dn", con->dc->dc.debug); return COND_RESULT_FALSE;
/* no ptr.no_ptrs!= NULL */ if (!ptr->comp) if (ptr->conf.log_condition_handling) <TRACE("ptr[%d] is valid: %d", ptr->comp, ptr->comp); <return COND_RESULT_FALSE;
if (!con->cond_cache[dc->context_ndx].flags & COND_RESULT_FALSE) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (con->conf.verbose) <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &<if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); else /* invalid or disabled
if (!con->conf.log_condition_handling) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
case COND_RESULT_FALSE: if (dc->context_ndx) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con
